ClusterId,ClusterName,CTV3Code,Description
CAN,Codes for relevant malignancies,X78kg,Metastasis to soft tissue
CAN,Codes for relevant malignancies,X78kh,Malignant infiltration of muscle
CAN,Codes for relevant malignancies,X78kk,Carcinomatosis of peritoneal cavity
CAN,Codes for relevant malignancies,X78kl,Metastasis to omentum
CAN,Codes for relevant malignancies,X78kn,Metastasis to female genital organ
CAN,Codes for relevant malignancies,X78kp,Metastasis to male genital organ
CAN,Codes for relevant malignancies,X78kq,Metastasis to scrotum
CAN,Codes for relevant malignancies,X78kr,Metastasis to spermatic cord
CAN,Codes for relevant malignancies,X78ks,Metastasis to urinary tract
CAN,Codes for relevant malignancies,X78kv,Metastasis to renal pelvis
CAN,Codes for relevant malignancies,X78kw,Metastasis to nervous system and eye
CAN,Codes for relevant malignancies,X78kx,Metastasis to nervous system
CAN,Codes for relevant malignancies,X78ky,Metastasis to pituitary
CAN,Codes for relevant malignancies,X78kz,Metastasis to optic nerve
CAN,Codes for relevant malignancies,X78l0,Metastasis to peripheral nerve
CAN,Codes for relevant malignancies,X78l1,Metastasis to eye
CAN,Codes for relevant malignancies,X78l2,Metastasis to orbit
CAN,Codes for relevant malignancies,X78l3,Metastasis to choroid
CAN,Codes for relevant malignancies,X78l4,Metastasis to endocrine organ
CAN,Codes for relevant malignancies,X78l5,Metastasis to thyroid
CAN,Codes for relevant malignancies,X78l7,Secondary carcinoma of other specified sites
CAN,Codes for relevant malignancies,X78l8,Local tumour spread
CAN,Codes for relevant malignancies,X78lA,Malignant infiltration of peripheral nerve
CAN,Codes for relevant malignancies,X78lB,Malignant infiltration of peripheral nerve plexus
CAN,Codes for relevant malignancies,X78lF,Carcinoma of other and unspecified sites
CAN,Codes for relevant malignancies,X78qc,Localised malignant reticulohistiocytoma
CAN,Codes for relevant malignancies,XC0dw,Malignant disease
CAN,Codes for relevant malignancies,XE1vO,Malignant tumour of lip
CAN,Codes for relevant malignancies,XE1vQ,Malignant neoplasm of oesophagus NOS
CAN,Codes for relevant malignancies,XE1vR,Malignant tumour of stomach
CAN,Codes for relevant malignancies,XE1vS,Malignant tumour of lesser curve of stomach
CAN,Codes for relevant malignancies,XE1vT,Malignant tumour of greater curve of stomach
CAN,Codes for relevant malignancies,XE1vU,Malignant tumour of caecum
CAN,Codes for relevant malignancies,XE1vV,Malignant neoplasm of colon NOS
CAN,Codes for relevant malignancies,XE1vW,Malignant tumour of rectum
CAN,Codes for relevant malignancies,XE1vX,Malignant tumour of anal canal
CAN,Codes for relevant malignancies,XE1vY,Malignant tumour of gallbladder
CAN,Codes for relevant malignancies,XE1vZ,Malignant tumour of respiratory and intrathoracic organ
CAN,Codes for relevant malignancies,XE1va,Malignant tumour of middle ear and mastoid
CAN,Codes for relevant malignancies,XE1vb,"Malignant neoplasm of upper lobe, bronchus or lung"
CAN,Codes for relevant malignancies,XE1vc,Malignant neoplasm of bronchus or lung NOS
CAN,Codes for relevant malignancies,XE1vd,Malignant tumour of bone and articular cartilage
CAN,Codes for relevant malignancies,XE1ve,Malignant neoplasm of hand bones
CAN,Codes for relevant malignancies,XE1vf,Malignant neoplasm of short bones of leg
CAN,Codes for relevant malignancies,XE1vg,Malignant neoplasm of soft tissue
CAN,Codes for relevant malignancies,XE1vi,Malignant tumour of cervix
CAN,Codes for relevant malignancies,XE1vj,Malignant neoplasm of vulva unspecified
CAN,Codes for relevant malignancies,XE1vk,Malignant neoplasm of testis NOS
CAN,Codes for relevant malignancies,XE1vl,Malignant tumour of adrenal gland
CAN,Codes for relevant malignancies,XE1vm,Secondary malig neop of respiratory and digestive systems
CAN,Codes for relevant malignancies,XE1vn,Disseminated malignancy NOS
CAN,Codes for relevant malignancies,XE1vo,Malignant tumour of lymphoid haemopoietic and related tissue
CAN,Codes for relevant malignancies,XE1vp,Nodular lymphoma
CAN,Codes for relevant malignancies,XE1vq,Lymphoid and histiocytic malignancy NOS
CAN,Codes for relevant malignancies,XE1vr,Chronic erythraemia
CAN,Codes for relevant malignancies,XE1wg,[X]Mesothelioma of other sites
CAN,Codes for relevant malignancies,XE1wj,Malignant neoplasms (& carcinoma)
CAN,Codes for relevant malignancies,XE1wl,"(Ca lip, oral, pharynx) or (oral carcinomas)"
CAN,Codes for relevant malignancies,XE1wn,Carcinoma of lip
CAN,Codes for relevant malignancies,XE1wp,Tongue carcinoma
CAN,Codes for relevant malignancies,XE1wr,Ca major saliv gland) or (carc: [parotid][subling][submand])
CAN,Codes for relevant malignancies,XE1wt,"(Ca gum, + rest of mouth) or (carc: [cheek][mouth][palate])"
CAN,Codes for relevant malignancies,XE1wv,(Ca oro/naso/hypopharynx) or (carc: [pharynx] or [tonsil])
CAN,Codes for relevant malignancies,XE1wx,"Ca lip, oral, pharynx NOS"
CAN,Codes for relevant malignancies,XE1wz,Ca upper third oesophagus
CAN,Codes for relevant malignancies,XE1x1,Ca middle third oesophagus
CAN,Codes for relevant malignancies,XE1x3,Ca lower third oesophagus
CAN,Codes for relevant malignancies,XE1x5,Ca oesophagus NOS
CAN,Codes for relevant malignancies,XE1x7,Ca cardia - stomach
CAN,Codes for relevant malignancies,XE1x9,Ca pylorus - stomach
CAN,Codes for relevant malignancies,XE1xB,Ca fundus - stomach
CAN,Codes for relevant malignancies,XE1xD,Ca Body - stomach
CAN,Codes for relevant malignancies,XE1xF,Ca lesser curvature - stomach
CAN,Codes for relevant malignancies,XE1xH,Ca greater curvature - stomach
CAN,Codes for relevant malignancies,XE1xJ,Ca stomach NOS
CAN,Codes for relevant malignancies,XE1xL,Carcinoma of colon
CAN,Codes for relevant malignancies,XE1xN,Ca hepatic flexure - colon
CAN,Codes for relevant malignancies,XE1xP,Ca transverse colon
CAN,Codes for relevant malignancies,XE1xR,Ca descending colon
CAN,Codes for relevant malignancies,XE1xT,Ca sigmoid colon
CAN,Codes for relevant malignancies,XE1xV,(Ca caecum) or (caecum carcinoma)
CAN,Codes for relevant malignancies,XE1xX,Ca ascending colon
CAN,Codes for relevant malignancies,XE1xZ,Ca splenic flexure - colon
CAN,Codes for relevant malignancies,XE1xb,(Ca appendix) or (appendix carcinoma)
CAN,Codes for relevant malignancies,XE1xd,Ca colon NOS
CAN,Codes for relevant malignancies,XE1xf,Ca rectum with Ca anus
CAN,Codes for relevant malignancies,XE1xh,Carcinoma of the rectosigmoid junction
CAN,Codes for relevant malignancies,XE1xj,(Ca rectum) or (rectum carcinoma)
CAN,Codes for relevant malignancies,XE1xl,(Ca anus) or (anus carcinoma)
CAN,Codes for relevant malignancies,XE1xn,(Liver carc) or (Ca: [liver/biliary system] or [bil system])
CAN,Codes for relevant malignancies,XE1xp,Ca liver - primary
CAN,Codes for relevant malignancies,XE1xr,Ca intrahepatic bile ducts
CAN,Codes for relevant malignancies,XE1xt,Gallbladder Ca
CAN,Codes for relevant malignancies,XE1xv,Ca extrahepatic bile ducts
CAN,Codes for relevant malignancies,XE1xx,Ca liver/biliary system NOS
CAN,Codes for relevant malignancies,XE1xz,Ca head of pancreas
CAN,Codes for relevant malignancies,XE1y1,Ca body of pancreas
CAN,Codes for relevant malignancies,XE1y3,Ca tail of pancreas
CAN,Codes for relevant malignancies,XE1y5,Ca pancreas NOS
CAN,Codes for relevant malignancies,XE1y7,Ca larynx - glottis
CAN,Codes for relevant malignancies,XE1y9,Ca larynx - supraglottis
CAN,Codes for relevant malignancies,XE1yB,Ca larynx - subglottis
CAN,Codes for relevant malignancies,XE1yD,Ca larynx - NOS
CAN,Codes for relevant malignancies,XE1yF,(Bronchus carc) or (lung carc) or (Ca trachea/bronchus/lung)
CAN,Codes for relevant malignancies,XE1yJ,Ca main bronchus
CAN,Codes for relevant malignancies,XE1yL,Ca upper lobe bronchus/lung
CAN,Codes for relevant malignancies,XE1yN,Ca middle lobe bronchus/lung
CAN,Codes for relevant malignancies,XE1yP,Ca lower lobe bronchus/lung
CAN,Codes for relevant malignancies,XE1yR,Ca trachea/bronchus/lung NOS
CAN,Codes for relevant malignancies,XE1yT,(Ca bone/artic cart) or (bone carc) or (sarc bone/art cart)
CAN,Codes for relevant malignancies,XE1yX,(Ca vertebral column) or (spine carcinoma)
CAN,Codes for relevant malignancies,XE1yZ,Ca ribs/sternum/clavicle
CAN,Codes for relevant malignancies,XE1yb,Ca upper limb bones/scapula
CAN,Codes for relevant malignancies,XE1yd,Ca pelvic bones/sacrum/coccyx
CAN,Codes for relevant malignancies,XE1yf,Ca lower limb bones
CAN,Codes for relevant malignancies,XE1yh,Ca bone/joint cartilage NOS
CAN,Codes for relevant malignancies,XE1yj,Melanoma: [skin] or [malignant]
CAN,Codes for relevant malignancies,XE1yl,Malignant melanoma of head and neck
CAN,Codes for relevant malignancies,XE1yn,Malignant melanoma of trunk
CAN,Codes for relevant malignancies,XE1yp,Malignant melanoma of upper limb
CAN,Codes for relevant malignancies,XE1yr,Malignant melanoma of lower limb
CAN,Codes for relevant malignancies,XE1z7,(Paget's disease of nipple) or (Ca breast - nipple/central)
CAN,Codes for relevant malignancies,XE1z9,"Ca breast-upper,inner quadrant"
CAN,Codes for relevant malignancies,XE1zB,"Ca breast-lower,inner quadrant"
CAN,Codes for relevant malignancies,XE1zD,"Ca breast-upper,outer quadrant"
CAN,Codes for relevant malignancies,XE1zF,"Ca breast-lower,outer quadrant"
CAN,Codes for relevant malignancies,XE1zH,Ca breast - axillary tail
CAN,Codes for relevant malignancies,XE1zJ,Ca breast - male
CAN,Codes for relevant malignancies,XE1zL,Ca breast - NOS
CAN,Codes for relevant malignancies,XE1zN,Carcinoma cervix uteri: [adenocarcinoma] or [invasive]
CAN,Codes for relevant malignancies,XE1zP,Ca cervix uteri - endocervix
CAN,Codes for relevant malignancies,XE1zR,Ca cervix uteri - exocervix
CAN,Codes for relevant malignancies,XE1zT,Ca cervix uteri NOS
CAN,Codes for relevant malignancies,XE1zV,(Body of uterus Ca) or (carc body uterus) or (endometr Ca)
CAN,Codes for relevant malignancies,XE1zX,Ca ovary/other uterine adnexa
CAN,Codes for relevant malignancies,XE1zd,Ca vulva: [clitoral Ca] or [labial Ca]
CAN,Codes for relevant malignancies,XE1zf,Ca penis
CAN,Codes for relevant malignancies,XE1zh,(Epidid carc) or (Ca epidid/spermat cord) or (sperm cord Ca)
CAN,Codes for relevant malignancies,XE1zj,(Carcinoma bladder) or (bladder Ca)
CAN,Codes for relevant malignancies,XE1zl,Ca kidney/other urinary organs
CAN,Codes for relevant malignancies,XE1zn,Ca kidney/urinary organs NOS
CAN,Codes for relevant malignancies,XE1zp,(Carcinoma brain) or (brain Ca) or (cerebral tumour - malig)
CAN,Codes for relevant malignancies,XE1zr,Other primary carcinomas
CAN,Codes for relevant malignancies,XE1zt,Ca uterus NOS: [carcinoma] or [cancer]
CAN,Codes for relevant malignancies,XE1zv,Malign tumour eye: [Ca eye][malign melanoma][retinoblastoma]
CAN,Codes for relevant malignancies,XE1zz,Secondary nodes - axilla/arm
CAN,Codes for relevant malignancies,XE201,Secondary nodes - inguinal/leg
CAN,Codes for relevant malignancies,XE203,Secondary nodes NOS
CAN,Codes for relevant malignancies,XE205,(Sec Ca sp site) or (metast sp site) or (sec Ca known site)
CAN,Codes for relevant malignancies,XE207,Secondary Ca GIT
CAN,Codes for relevant malignancies,XE209,(Sec Ca brain/spin cord) or (bone sec Ca) or (brain sec Ca)
CAN,Codes for relevant malignancies,XE20B,Secondary Ca NOS
CAN,Codes for relevant malignancies,XE20D,(Ca unspecified site) or (secondary - unknown site)
CAN,Codes for relevant malignancies,XE20H,Ca - unspecified site NOS
CAN,Codes for relevant malignancies,XE20J,(Lymphatic tissue carcinoma) or (lymphoma)
CAN,Codes for relevant malignancies,XE20N,Multiple myeloma etc.
CAN,Codes for relevant malignancies,XE20T,Leukaemia - specif. cell NOS
CAN,Codes for relevant malignancies,XE20X,Malignant neoplasm NOS (& sarcoma NOS)
CAN,Codes for relevant malignancies,XE2bV,Malignant lymphoma - immunoblastic
CAN,Codes for relevant malignancies,XE2rk,"Malignant neoplasm of lip, oral cavity and pharynx"
CAN,Codes for relevant malignancies,XE2t9,"[X]Non-Hodgkin's lymphoma, unspecified type"
CAN,Codes for relevant malignancies,XE2vN,Malignant neoplasm of common bile duct
CAN,Codes for relevant malignancies,XE2vP,Malignant neoplasm of genitourinary organ
CAN,Codes for relevant malignancies,XE2vQ,Malig neop of kidney and other unspecified urinary organs
CAN,Codes for relevant malignancies,XE2vR,Malignant neoplasm of other and unspecified sites
CAN,Codes for relevant malignancies,XE2vS,Malignant brain tumour
CAN,Codes for relevant malignancies,XE2vT,Secondary malignant neoplasm of other specified sites
CAN,Codes for relevant malignancies,XE2vi,Acute erythraemia and erythroleukaemia
CAN,Codes for relevant malignancies,XE2vj,Malignant hydatidiform mole
CAN,Codes for relevant malignancies,XE2xB,Secondary and unspecified malignant neoplasm of lymph nodes
CAN,Codes for relevant malignancies,XM00E,Malignant tumour of lower labial mucosa
CAN,Codes for relevant malignancies,XM00F,Malignant tumour of ill-defined site
CAN,Codes for relevant malignancies,XM0Ac,Carcinoma of base of tongue
CAN,Codes for relevant malignancies,XM0Ad,Metastasis to large intestine
CAN,Codes for relevant malignancies,XM0pZ,Palate carcinoma
CAN,Codes for relevant malignancies,XM0pb,Tonsil carcinoma
CAN,Codes for relevant malignancies,XM0pq,Cerebrum Ca
CAN,Codes for relevant malignancies,XM0ps,Malignant melanoma of eye
CAN,Codes for relevant malignancies,XM0pv,Secondary malignant neoplasm of unknown site
CAN,Codes for relevant malignancies,XM1FE,Combined hepatocellular carcinoma and cholangiocarcinoma
CAN,Codes for relevant malignancies,XM1FM,"Malign lymphoma - lymphocytic, intermediate differentiation"
CAN,Codes for relevant malignancies,XM1MM,Metastasis to digestive organs
CAN,Codes for relevant malignancies,XM1Oc,Carcinoma ventral surface of tongue
CAN,Codes for relevant malignancies,XM1Od,Carcinoma anterior 2/3 tongue ventrum
CAN,Codes for relevant malignancies,XM1Oe,Carcinoma of anterior two-thirds of tongue - dorsal surface
CAN,Codes for relevant malignancies,XM1Of,Carcinoma of midline of tongue
CAN,Codes for relevant malignancies,XM1Oi,Malignant tumour of lipstick area of lip
CAN,Codes for relevant malignancies,XM1P4,Primary vulval cancer
CAN,Codes for relevant malignancies,XM1Pr,Cerebral metastasis
CAN,Codes for relevant malignancies,XM1Ps,Cerebral tumour - malignant
CAN,Codes for relevant malignancies,XM1QO,Carcinoma of tongue base - dorsal surface
CAN,Codes for relevant malignancies,XM1Qz,Immunoproliferative neoplasm
CAN,Codes for relevant malignancies,XSA0M,Secondary malignant neoplasm of mouth
CAN,Codes for relevant malignancies,Xa059,Malignant tumour of corpus spongiosum
CAN,Codes for relevant malignancies,Xa05A,Malignant tumour of corpus cavernosum
CAN,Codes for relevant malignancies,Xa0CE,Amelanotic malignant melanoma of skin
CAN,Codes for relevant malignancies,Xa0D7,Malignant tumour of fibrous tissue
CAN,Codes for relevant malignancies,Xa0D9,Dermatofibrosarcoma protuberans
CAN,Codes for relevant malignancies,Xa0DF,Adenocarcinoma of oesophagus
CAN,Codes for relevant malignancies,Xa0DG,Squamous cell carcinoma of oesophagus
CAN,Codes for relevant malignancies,Xa0DP,Early gastric cancer
CAN,Codes for relevant malignancies,Xa0DQ,Late gastric cancer
CAN,Codes for relevant malignancies,Xa0DX,Gastric lymphoma
CAN,Codes for relevant malignancies,Xa0Dd,Lymphoma of intestine
CAN,Codes for relevant malignancies,Xa0Di,Malignant melanoma of anus
CAN,Codes for relevant malignancies,Xa0Dj,Malignant melanoma of rectum
CAN,Codes for relevant malignancies,Xa0Dp,Malignant glioma of brain
CAN,Codes for relevant malignancies,Xa0Dq,Malignant glioma of spinal cord
CAN,Codes for relevant malignancies,Xa0Dr,Glioblastoma multiforme of brain
CAN,Codes for relevant malignancies,Xa0Ds,Glioblastoma multiforme of spinal cord
CAN,Codes for relevant malignancies,Xa0E1,Primary cerebral lymphoma
CAN,Codes for relevant malignancies,Xa0Ei,Carcinoma of fallopian tube
CAN,Codes for relevant malignancies,Xa0Eq,Carcinoma of Bartholin's gland
CAN,Codes for relevant malignancies,Xa0G9,Squamous cell carcinoma of tongue
CAN,Codes for relevant malignancies,Xa0GA,Squamous cell carcinoma of gum
CAN,Codes for relevant malignancies,Xa0GC,Squamous cell carcinoma of floor of mouth
CAN,Codes for relevant malignancies,Xa0GN,Squamous cell carcinoma of palate
CAN,Codes for relevant malignancies,Xa0Ge,Carcinoma of larynx
CAN,Codes for relevant malignancies,Xa0KC,Malignant tumour of external ear
CAN,Codes for relevant malignancies,Xa0KG,Malignant tumour of lung
CAN,Codes for relevant malignancies,Xa0LD,Malignant tumour of middle ear
CAN,Codes for relevant malignancies,Xa0QD,Anaplastic astrocytoma of brain
